income_t_id,fiscal_date_ending,gross_profit,total_revenue,cost_of_revenue,costof_goods_and_services_sold,operating_income,selling_general_and_administrative,research_and_development,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,non_interest_income,other_non_operating_income,depreciation,depreciation_and_amortization,income_before_tax,income_tax_expense,interest_and_debt_expense,net_income_from_continuing_operations,comprehensive_income_net_of_tax,ebit,ebitda,net_income,symbol,sector,year,quarter,company_id,name
596,2018-12-31,1857000000,11670000000,6691000000,1127000000,1857000000,5499000000,0,6772000000,0,989000000,4111000000,3122000000,7559000000,0,0,469000000,1831000000,300000000,3122000000,1557000000,3238000000,4953000000,5422000000,1531000000,MS,Finanzas,2018,Q4,24,Morgan Stanley
597,2018-09-30,2849000000,12563000000,7022000000,1072000000,-3606000000,5896000000,0,6455000000,0,936000000,3627000000,2691000000,8936000000,0,0,468000000,2808000000,696000000,2691000000,2155000000,1183000000,5499000000,5967000000,2112000000,MS,Finanzas,2018,Q3,24,Morgan Stanley
598,2018-06-30,3215000000,12998000000,7448000000,1105000000,-3616000000,6222000000,0,6831000000,0,906000000,3294000000,2388000000,9704000000,0,0,517000000,3077000000,640000000,2388000000,2469000000,2773000000,5465000000,5982000000,2437000000,MS,Finanzas,2018,Q2,24,Morgan Stanley
599,2018-03-31,3382000000,12962000000,7676000000,7426000000,-4021000000,6378000000,0,7403000000,0,975000000,2860000000,1885000000,10102000000,0,0,390000000,3382000000,714000000,1885000000,2706000000,2759000000,5267000000,5657000000,2668000000,MS,Finanzas,2018,Q1,24,Morgan Stanley
600,2023-12-31,18407000000,19927000000,1520000000,15918000000,1777000000,1445000000,757000000,2631000000,0,-488000000,54000000,488000000,19927000000,0,0,521000000,1688000000,262000000,488000000,1426000000,1123000000,2176000000,2697000000,1426000000,RTX,Industriales,2023,Q4,25,Raytheon Technologies Corp
601,2023-09-30,11961000000,13464000000,1503000000,12750000000,-1396000000,1401000000,712000000,2658000000,0,-369000000,19000000,369000000,13464000000,0,0,545000000,-1373000000,-389000000,369000000,-984000000,-1598000000,-1004000000,-459000000,-984000000,RTX,Industriales,2023,Q3,25,Raytheon Technologies Corp
602,2023-06-30,16617000000,18315000000,1698000000,14518000000,1493000000,1600000000,729000000,2874000000,0,-333000000,333000000,333000000,18315000000,0,0,510000000,1540000000,248000000,333000000,1327000000,1814000000,1873000000,2383000000,1327000000,RTX,Industriales,2023,Q2,25,Raytheon Technologies Corp
603,2023-03-31,15751000000,17214000000,1463000000,13645000000,1687000000,1363000000,607000000,2514000000,0,-315000000,10000000,315000000,17214000000,0,0,509000000,1726000000,335000000,315000000,1426000000,1455000000,2041000000,2550000000,1426000000,RTX,Industriales,2023,Q1,25,Raytheon Technologies Corp
604,2022-12-31,16675000000,18093000000,1418000000,14526000000,1401000000,1479000000,716000000,2627000000,0,-318000000,318000000,318000000,-48981000000,0,0,506000000,1504000000,82000000,318000000,1422000000,3526000000,1822000000,2328000000,1422000000,RTX,Industriales,2022,Q4,25,Raytheon Technologies Corp
605,2022-09-30,15531000000,16951000000,1420000000,13464000000,1520000000,1351000000,662000000,2550000000,0,-311000000,15000000,311000000,16951000000,0,0,497000000,1669000000,282000000,311000000,1387000000,196000000,1980000000,2477000000,1387000000,RTX,Industriales,2022,Q3,25,Raytheon Technologies Corp
606,2022-06-30,14897000000,16314000000,1417000000,12856000000,1353000000,1424000000,698000000,2589000000,0,-329000000,13000000,329000000,0,0,0,467000000,1464000000,160000000,329000000,1304000000,488000000,1793000000,2260000000,1304000000,RTX,Industriales,2022,Q2,25,Raytheon Technologies Corp
607,2022-03-31,14240000000,15716000000,1476000000,12560000000,1080000000,1469000000,635000000,2591000000,0,-318000000,31000000,318000000,0,0,0,487000000,1200000000,116000000,318000000,1103000000,884000000,1518000000,2005000000,1084000000,RTX,Industriales,2022,Q1,25,Raytheon Technologies Corp
608,2021-12-31,15465000000,17044000000,1579000000,13616000000,1320000000,1407000000,810000000,2782000000,0,-276000000,308000000,276000000,0,-649000000,0,619000000,782000000,96000000,925000000,685000000,2710000000,1058000000,1677000000,686000000,RTX,Industriales,2021,Q4,25,Raytheon Technologies Corp
609,2021-09-30,14834000000,16213000000,1379000000,13089000000,1343000000,1229000000,676000000,2546000000,0,-358000000,9000000,358000000,0,0,0,622000000,1396000000,3000000,358000000,1400000000,1009000000,1754000000,2376000000,1393000000,RTX,Industriales,2021,Q3,25,Raytheon Technologies Corp
610,2021-06-30,14344000000,15880000000,1536000000,12655000000,1282000000,1368000000,657000000,2683000000,0,-342000000,342000000,342000000,0,0,0,602000000,1374000000,342000000,342000000,1040000000,1398000000,1716000000,2318000000,1032000000,RTX,Industriales,2021,Q2,25,Raytheon Technologies Corp
611,2021-03-31,13883000000,15251000000,1368000000,12537000000,1013000000,1220000000,589000000,2428000000,0,-346000000,11000000,346000000,0,0,0,596000000,1098000000,345000000,346000000,772000000,566000000,1444000000,2040000000,753000000,RTX,Industriales,2021,Q1,25,Raytheon Technologies Corp
612,2020-12-31,2153000000,16419000000,14266000000,14266000000,142000000,1351000000,710000000,-286000000,0,-349000000,349000000,349000000,0,0,0,619000000,-43000000,-178000000,349000000,146000000,4413000000,306000000,925000000,135000000,RTX,Industriales,2020,Q4,25,Raytheon Technologies Corp
613,2020-09-30,1743000000,14747000000,13004000000,13004000000,434000000,1401000000,642000000,2892000000,0,-350000000,350000000,350000000,0,0,0,599000000,416000000,152000000,350000000,151000000,1052000000,766000000,1365000000,264000000,RTX,Industriales,2020,Q3,25,Raytheon Technologies Corp
614,2020-06-30,1847000000,14061000000,12214000000,12214000000,-3760000000,1811000000,695000000,6716000000,0,-335000000,11000000,335000000,0,0,0,600000000,-3873000000,-38000000,335000000,-3844000000,-4728000000,-3538000000,-2938000000,-3835000000,RTX,Industriales,2020,Q2,25,Raytheon Technologies Corp
615,2020-03-31,2788000000,11360000000,8572000000,13408000000,1295000000,977000000,535000000,3269000000,0,-380000000,-48000000,332000000,0,0,0,354000000,556000000,639000000,380000000,438000000,-1724000000,888000000,1242000000,-83000000,RTX,Industriales,2020,Q1,25,Raytheon Technologies Corp
616,2019-12-31,2578000000,11694000000,9116000000,14734000000,956000000,1039000000,668000000,3678000000,0,-419000000,-2000000,417000000,0,0,0,361000000,1099000000,-44000000,419000000,657000000,1811000000,1516000000,1877000000,1143000000,RTX,Industriales,2019,Q4,25,Raytheon Technologies Corp
617,2019-09-30,2864000000,11373000000,8509000000,14211000000,1430000000,902000000,592000000,3205000000,0,-401000000,1000000,402000000,0,0,0,369000000,1454000000,306000000,401000000,958000000,223000000,1856000000,2225000000,1148000000,RTX,Industriales,2019,Q3,25,Raytheon Technologies Corp
618,2019-06-30,2775000000,11329000000,8554000000,14413000000,1386000000,902000000,605000000,3197000000,0,-360000000,-8000000,352000000,0,0,0,348000000,1906000000,6000000,360000000,1183000000,1525000000,2258000000,2606000000,1900000000,RTX,Industriales,2019,Q2,25,Raytheon Technologies Corp
619,2019-03-31,2534000000,10953000000,8419000000,13707000000,1142000000,1997000000,728000000,3220000000,0,-431000000,19000000,431000000,0,0,0,374000000,1743000000,397000000,431000000,712000000,1905000000,2174000000,2548000000,1346000000,RTX,Industriales,2019,Q1,25,Raytheon Technologies Corp
620,2018-12-31,4297000000,18044000000,13747000000,13747000000,-3765000000,-2287000000,149000000,3177000000,0,-317000000,-6000000,311000000,0,0,0,296000000,148000000,-538000000,317000000,-3367000000,-924000000,459000000,755000000,686000000,RTX,Industriales,2018,Q4,25,Raytheon Technologies Corp
621,2018-09-30,3974000000,16510000000,12536000000,12536000000,1838000000,1681000000,586000000,2492000000,0,-258000000,0,258000000,0,0,0,225000000,1657000000,419000000,258000000,1238000000,1199000000,1915000000,2140000000,1238000000,RTX,Industriales,2018,Q3,25,Raytheon Technologies Corp
622,2018-06-30,4283000000,16705000000,12422000000,12422000000,2876000000,1759000000,589000000,2580000000,0,-234000000,0,234000000,0,0,0,232000000,2743000000,695000000,234000000,2048000000,1301000000,2977000000,3209000000,2048000000,RTX,Industriales,2018,Q2,25,Raytheon Technologies Corp
623,2018-03-31,3962000000,15242000000,11280000000,11280000000,1928000000,1711000000,554000000,2557000000,0,-229000000,0,229000000,0,0,0,223000000,1819000000,522000000,229000000,1297000000,1885000000,2048000000,2271000000,1297000000,RTX,Industriales,2018,Q1,25,Raytheon Technologies Corp
624,2023-12-31,1479000000,9432000000,7953000000,6201000000,-5656000000,1296000000,360000000,2112000000,80000000,-122000000,80000000,202000000,9451000000,125000000,166000000,150000000,1521000000,258000000,202000000,1248000000,679000000,-5656000000,-5723000000,1263000000,HON,Industriales,2023,Q4,26,Honeywell International Inc
625,2023-09-30,2197000000,9212000000,7015000000,5670000000,2170000000,1252000000,364000000,1709000000,89000000,-206000000,89000000,206000000,9212000000,247000000,166000000,87000000,1966000000,452000000,206000000,1515000000,1574000000,2082000000,2257000000,1514000000,HON,Industriales,2023,Q3,26,Honeywell International Inc
626,2023-06-30,2162000000,9128000000,6966000000,5626000000,2113000000,1262000000,375000000,1715000000,76000000,-111000000,76000000,187000000,9128000000,208000000,166000000,61000000,1890000000,403000000,187000000,1501000000,1414000000,2052000000,2174000000,1487000000,HON,Industriales,2023,Q2,26,Honeywell International Inc
627,2023-03-31,1922000000,8862000000,6940000000,5498000000,1947000000,1317000000,357000000,1799000000,76000000,-170000000,76000000,170000000,8862000000,260000000,161000000,68000000,1768000000,374000000,170000000,1408000000,1331000000,1947000000,2015000000,1394000000,HON,Industriales,2023,Q1,26,Honeywell International Inc
628,2022-12-31,1248000000,9149000000,7901000000,7247000000,-7967000000,1249000000,355000000,3597000000,61000000,-144000000,61000000,144000000,9170000000,-480000000,163000000,299000000,1187000000,168000000,144000000,1021000000,840000000,-7967000000,1632000000,1019000000,HON,Industriales,2022,Q4,26,Honeywell International Inc
629,2022-09-30,1659000000,8939000000,7280000000,5594000000,1952000000,1228000000,387000000,1299000000,37000000,-61000000,37000000,98000000,8939000000,337000000,166000000,300000000,1984000000,432000000,98000000,1549000000,1139000000,1952000000,2372000000,1552000000,HON,Industriales,2022,Q3,26,Honeywell International Inc
630,2022-06-30,1486000000,8931000000,7445000000,5660000000,1867000000,1306000000,386000000,1399000000,20000000,-67000000,20000000,87000000,8931000000,190000000,161000000,275000000,1702000000,441000000,87000000,1263000000,1165000000,1867000000,1865000000,1261000000,HON,Industriales,2022,Q2,26,Honeywell International Inc
631,2022-03-31,1112000000,8378000000,7266000000,5324000000,1766000000,1431000000,350000000,1592000000,20000000,-65000000,20000000,85000000,8378000000,319000000,167000000,330000000,1505000000,371000000,85000000,1134000000,1242000000,1766000000,1918000000,1134000000,HON,Industriales,2022,Q1,26,Honeywell International Inc
632,2021-12-31,902000000,8630000000,7728000000,5936000000,-7107000000,1203000000,1333000000,3125000000,32000000,-80000000,32000000,80000000,8654000000,355000000,168000000,290000000,1779000000,351000000,80000000,1442000000,1730000000,-7107000000,2163000000,1428000000,HON,Industriales,2021,Q4,26,Honeywell International Inc
633,2021-09-30,1568000000,8469000000,6901000000,5746000000,1793000000,1152000000,0,1155000000,28000000,-62000000,28000000,90000000,8469000000,215000000,171000000,308000000,1684000000,427000000,90000000,1273000000,1139000000,1793000000,2257000000,1257000000,HON,Industriales,2021,Q3,26,Honeywell International Inc
634,2021-06-30,1579000000,8795000000,7216000000,6003000000,1793000000,1207000000,0,1213000000,23000000,-60000000,23000000,83000000,8795000000,366000000,164000000,284000000,1864000000,434000000,83000000,1447000000,1539000000,1793000000,2248000000,1430000000,HON,Industriales,2021,Q2,26,Honeywell International Inc
635,2021-03-31,1380000000,8449000000,7069000000,5709000000,1775000000,1236000000,0,1360000000,19000000,-71000000,19000000,90000000,8449000000,442000000,171000000,341000000,1840000000,413000000,90000000,1448000000,1620000000,1775000000,2292000000,1427000000,HON,Industriales,2021,Q1,26,Honeywell International Inc
636,2020-12-31,2924000000,8900000000,7732000000,5976000000,2924000000,1248000000,1334000000,3090000000,21000000,-95000000,21000000,95000000,8900000000,129000000,164000000,254000000,1690000000,331000000,95000000,2924000000,1420000000,2924000000,2059000000,1359000000,HON,Industriales,2020,Q4,26,Honeywell International Inc
637,2020-09-30,2414000000,7934000000,6492000000,5383000000,333000000,1103000000,0,1109000000,20000000,-81000000,20000000,101000000,7934000000,-62000000,166000000,255000000,1125000000,367000000,101000000,781000000,626000000,333000000,1504000000,758000000,HON,Industriales,2020,Q3,26,Honeywell International Inc
638,2020-06-30,2201000000,7697000000,6465000000,5276000000,43000000,1183000000,0,1189000000,22000000,-68000000,22000000,90000000,7697000000,291000000,161000000,250000000,1201000000,120000000,90000000,1099000000,1121000000,43000000,1556000000,1081000000,HON,Industriales,2020,Q2,26,Honeywell International Inc
639,2020-03-31,2929000000,8759000000,6863000000,5534000000,567000000,1238000000,0,1329000000,44000000,-29000000,44000000,73000000,8759000000,317000000,153000000,243000000,1910000000,329000000,73000000,1606000000,1432000000,567000000,2239000000,1581000000,HON,Industriales,2020,Q1,26,Honeywell International Inc
640,2019-12-31,3168000000,9496000000,8441000000,6328000000,3168000000,1473000000,1556000000,3669000000,61000000,-7000000,61000000,7000000,9496000000,164000000,173000000,437000000,1740000000,178000000,91000000,3168000000,1662000000,1747000000,2184000000,1562000000,HON,Industriales,2019,Q4,26,Honeywell International Inc
641,2019-09-30,3048000000,9303000000,7355000000,6038000000,631000000,1296000000,0,1317000000,64000000,-8000000,64000000,8000000,9311000000,311000000,165000000,15000000,1943000000,319000000,96000000,1648000000,1787000000,1951000000,1966000000,1624000000,HON,Industriales,2019,Q3,26,Honeywell International Inc
642,2019-06-30,3149000000,9382000000,7520000000,6094000000,436000000,1387000000,0,1426000000,63000000,-22000000,63000000,85000000,9382000000,305000000,172000000,295000000,1967000000,426000000,85000000,1556000000,1335000000,436000000,2318000000,1541000000,HON,Industriales,2019,Q2,26,Honeywell International Inc
643,2019-03-31,3005000000,8848000000,7316000000,5879000000,95000000,1363000000,0,1437000000,67000000,-18000000,67000000,85000000,8848000000,285000000,163000000,261000000,1822000000,406000000,85000000,1436000000,1604000000,95000000,2177000000,1416000000,HON,Industriales,2019,Q1,26,Honeywell International Inc
644,2018-12-31,3044000000,9729000000,8923000000,6685000000,3044000000,1524000000,1809000000,4047000000,63000000,0,0,90000000,9729000000,290000000,163000000,254000000,1701000000,-20000000,90000000,3044000000,402000000,3044000000,2064000000,1721000000,HON,Industriales,2018,Q4,26,Honeywell International Inc
645,2018-09-30,3206000000,10807000000,9230000000,7556000000,-97000000,1524000000,0,1674000000,55000000,0,0,99000000,10807000000,275000000,186000000,286000000,1840000000,-498000000,99000000,2356000000,2444000000,-97000000,2344000000,2338000000,HON,Industriales,2018,Q3,26,Honeywell International Inc
646,2018-06-30,3305000000,22193000000,9268000000,7614000000,11270000000,1528000000,0,1655000000,49000000,0,0,95000000,11274000000,316000000,193000000,288000000,1985000000,718000000,95000000,1280000000,1227000000,11270000000,2382000000,1267000000,HON,Industriales,2018,Q2,26,Honeywell International Inc
647,2018-03-31,3201000000,20656000000,8811000000,7191000000,10227000000,1475000000,0,1618000000,50000000,0,0,83000000,10264000000,268000000,179000000,288000000,1898000000,459000000,83000000,1451000000,1495000000,10227000000,2280000000,1439000000,HON,Industriales,2018,Q1,26,Honeywell International Inc
648,2023-12-31,2697000000,22018000000,19321000000,19321000000,283000000,1535000000,881000000,2682000000,0,-600000000,0,600000000,1000000,308000000,0,481000000,-2000000,21000000,600000000,-30000000,-620000000,283000000,1051000000,-23000000,BA,Industriales,2023,Q4,27,The Boeing Company
649,2023-09-30,1165000000,18104000000,16939000000,16939000000,-808000000,1043000000,958000000,2001000000,0,-589000000,589000000,589000000,0,297000000,0,467000000,-1098000000,538000000,589000000,-1638000000,-1727000000,-808000000,-72000000,-1636000000,BA,Industriales,2023,Q3,27,The Boeing Company
650,2023-06-30,1939000000,19751000000,17812000000,17812000000,-99000000,1286000000,797000000,2082000000,0,-621000000,621000000,621000000,1000000,320000000,0,456000000,-400000000,-251000000,621000000,-149000000,-216000000,-99000000,632000000,-149000000,BA,Industriales,2023,Q2,27,The Boeing Company
651,2023-03-31,1923000000,17921000000,15998000000,15998000000,-149000000,1304000000,741000000,2055000000,0,-649000000,649000000,649000000,0,302000000,0,457000000,-485000000,-71000000,649000000,-425000000,-414000000,-149000000,637000000,-414000000,BA,Industriales,2023,Q1,27,The Boeing Company
652,2022-12-31,1836000000,19980000000,18144000000,18124000000,-373000000,1430000000,794000000,2493000000,0,-632000000,632000000,632000000,4000000,336000000,0,336000000,-620000000,14000000,612000000,-663000000,1334000000,-373000000,-32000000,-634000000,BA,Industriales,2022,Q4,27,The Boeing Company
653,2022-09-30,-815000000,15956000000,16771000000,16778000000,-2792000000,1226000000,727000000,1953000000,0,-621000000,621000000,621000000,0,288000000,0,805000000,-3099000000,176000000,628000000,-3308000000,-3306000000,-2792000000,-1994000000,-3275000000,BA,Industriales,2022,Q3,27,The Boeing Company
654,2022-06-30,2128000000,16681000000,14553000000,14559000000,780000000,668000000,698000000,1365000000,0,-650000000,650000000,650000000,1000000,253000000,0,733000000,410000000,217000000,656000000,160000000,76000000,780000000,1507000000,193000000,BA,Industriales,2022,Q2,27,The Boeing Company
655,2022-03-31,353000000,13991000000,13638000000,13645000000,-1162000000,863000000,633000000,1574000000,0,-630000000,630000000,630000000,1000000,181000000,0,667000000,-1595000000,-376000000,637000000,-1242000000,-930000000,-1162000000,-483000000,-1219000000,BA,Industriales,2022,Q1,27,The Boeing Company
656,2021-12-31,-2514000000,14793000000,17307000000,17307000000,-4171000000,988000000,678000000,1991000000,0,-661000000,661000000,661000000,-6000000,132000000,0,534000000,-4679000000,-536000000,661000000,-4164000000,-984000000,-4171000000,-4048000000,-4143000000,BA,Industriales,2021,Q4,27,The Boeing Company
657,2021-09-30,1712000000,15278000000,13566000000,13566000000,329000000,1097000000,575000000,1503000000,0,-669000000,669000000,669000000,169000000,30000000,0,523000000,-287000000,-178000000,669000000,-132000000,1734000000,329000000,593000000,-109000000,BA,Industriales,2021,Q3,27,The Boeing Company
658,2021-06-30,2410000000,16998000000,14588000000,14588000000,1023000000,1040000000,497000000,1425000000,0,-673000000,673000000,673000000,112000000,199000000,0,551000000,569000000,-18000000,673000000,567000000,878000000,1023000000,1072000000,587000000,BA,Industriales,2021,Q2,27,The Boeing Company
659,2021-03-31,1409000000,15217000000,13808000000,13808000000,-83000000,1032000000,499000000,1555000000,0,-679000000,679000000,679000000,2000000,190000000,0,536000000,-548000000,-11000000,679000000,-561000000,-356000000,-83000000,604000000,-537000000,BA,Industriales,2021,Q1,27,The Boeing Company
660,2020-12-31,-5688000000,15304000000,20992000000,20992000000,-8049000000,1828000000,605000000,2859000000,0,-698000000,698000000,698000000,2000000,122000000,0,578000000,-8606000000,-186000000,698000000,-8049000000,-9774000000,-8049000000,-7421000000,-8420000000,BA,Industriales,2020,Q4,27,The Boeing Company
661,2020-09-30,1034000000,14139000000,13105000000,13105000000,-401000000,955000000,574000000,1421000000,0,-643000000,643000000,643000000,108000000,119000000,0,565000000,-908000000,-459000000,643000000,-466000000,-203000000,-401000000,-376000000,-449000000,BA,Industriales,2020,Q3,27,The Boeing Company
662,2020-06-30,-1171000000,11807000000,12978000000,12978000000,-2964000000,1161000000,625000000,2400000000,0,-553000000,547000000,553000000,38000000,94000000,0,547000000,-3404000000,-1028000000,553000000,-2395000000,-2068000000,-2964000000,-2316000000,-2376000000,BA,Industriales,2020,Q2,27,The Boeing Company
663,2020-03-31,140000000,16908000000,16768000000,16768000000,-1353000000,873000000,672000000,1546000000,0,-262000000,257000000,262000000,54000000,112000000,0,556000000,-1490000000,-862000000,262000000,-641000000,-808000000,-1353000000,-737000000,-628000000,BA,Industriales,2020,Q1,27,The Boeing Company
664,2019-12-31,-797000000,17911000000,18708000000,18708000000,-2204000000,1052000000,749000000,-395,0,-242000000,242000000,242000000,395,104000000,0,628000000,-2342000000,-1332000000,242000000,-2204000000,-2236000000,-2204000000,-2494000000,-1010000000,BA,Industriales,2019,Q4,27,The Boeing Company
665,2019-09-30,3050000000,19980000000,16930000000,16930000000,1259000000,1001000000,778000000,1783000000,0,-203000000,204000000,203000000,-4000000,121000000,0,576000000,1177000000,10000000,203000000,1167000000,1148000000,1259000000,1968000000,1167000000,BA,Industriales,2019,Q3,27,The Boeing Company
666,2019-06-30,-2059000000,15751000000,17810000000,17810000000,-3380000000,672000000,826000000,1306000000,0,-154000000,154000000,154000000,192000000,107000000,0,546000000,-3427000000,-485000000,154000000,-2942000000,-2881000000,-3380000000,-2904000000,-2942000000,BA,Industriales,2019,Q2,27,The Boeing Company
667,2019-03-31,4272000000,22917000000,18645000000,18645000000,2350000000,1184000000,866000000,1976000000,0,-123000000,0,123000000,108000000,106000000,0,521000000,2333000000,184000000,123000000,2149000000,2263000000,2350000000,2849000000,2149000000,BA,Industriales,2019,Q1,27,The Boeing Company
668,2018-12-31,6251000000,28341000000,22090000000,22090000000,4175000000,1222000000,852000000,2377000000,0,0,0,158000000,-1000000,29000000,0,583000000,4046000000,622000000,158000000,4175000000,4290000000,4175000000,4206000000,3424000000,BA,Industriales,2018,Q4,27,The Boeing Company
669,2018-09-30,4106000000,25146000000,21040000000,21040000000,2227000000,1154000000,826000000,1911000000,0,0,0,106000000,69000000,12000000,0,523000000,2133000000,-230000000,106000000,2363000000,2553000000,2227000000,2661000000,2363000000,BA,Industriales,2018,Q3,27,The Boeing Company
670,2018-06-30,4722000000,24258000000,19536000000,19519000000,2710000000,1194000000,827000000,2018000000,0,0,0,109000000,3000000,-15000000,0,507000000,2586000000,390000000,109000000,2196000000,2219000000,2710000000,3193000000,2196000000,BA,Industriales,2018,Q2,27,The Boeing Company
671,2018-03-31,4558000000,23382000000,18824000000,18808000000,2875000000,997000000,764000000,1777000000,0,0,0,102000000,4000000,66000000,0,501000000,2839000000,362000000,102000000,2477000000,2688000000,2875000000,3364000000,2477000000,BA,Industriales,2018,Q1,27,The Boeing Company
672,2023-12-31,5027000000,19423000000,14396000000,14396000000,5027000000,2524000000,551000000,3484000000,205000000,-91000000,205000000,296000000,18514000000,0,0,158000000,2012000000,421000000,0,1589000000,-1208000000,5027000000,5185000000,1591000000,GE,Industriales,2023,Q4,28,GE Aerospace
673,2023-09-30,14873000000,9302000000,2473000000,12905000000,12044000000,1001000000,247000000,2829000000,163000000,-93000000,849000000,286000000,7000000,0,0,149000000,486000000,26000000,0,306000000,575000000,12044000000,12193000000,352000000,GE,Industriales,2023,Q3,28,GE Aerospace
674,2023-06-30,14037000000,8755000000,2662000000,12362000000,10920000000,913000000,239000000,3117000000,128000000,-112000000,155000000,267000000,26000000,692000000,0,160000000,368000000,253000000,0,1254000000,-251000000,10920000000,11080000000,33000000,GE,Industriales,2023,Q2,28,GE Aerospace
675,2023-03-31,12043000000,14486000000,2443000000,10729000000,9169000000,2142000000,431000000,2926000000,186000000,-83000000,6082000000,269000000,-41000000,6081000000,0,140000000,7777000000,271000000,0,6248000000,6489000000,9169000000,9309000000,7506000000,GE,Industriales,2023,Q1,28,GE Aerospace
676,2022-12-31,6319000000,16828000000,15467000000,12440000000,6319000000,6272000000,1544000000,4992000000,187000000,-416000000,2436000000,300000000,21011000000,0,0,244000000,2495000000,273000000,465000000,3469000000,-1135000000,6319000000,6563000000,2197000000,GE,Industriales,2022,Q4,28,GE Aerospace
677,2022-09-30,15752000000,14470000000,3332000000,11534000000,11756000000,1966000000,426000000,3996000000,123000000,-265000000,125000000,390000000,0,0,0,237000000,174000000,13000000,0,-243000000,-318000000,11756000000,11993000000,161000000,GE,Industriales,2022,Q3,28,GE Aerospace
678,2022-06-30,15482000000,14127000000,3164000000,13244000000,11626000000,1817000000,439000000,3856000000,54000000,-352000000,42000000,394000000,9000000,0,0,237000000,-721000000,161000000,0,-1133000000,-823000000,11626000000,11863000000,-882000000,GE,Industriales,2022,Q2,28,GE Aerospace
679,2022-03-31,12245000000,12675000000,4795000000,12453000000,6824000000,2725000000,403000000,5421000000,93000000,-538000000,107000000,538000000,39000000,0,0,1025000000,-1107000000,29000000,0,-1224000000,-391000000,6824000000,7849000000,-1136000000,GE,Industriales,2022,Q1,28,GE Aerospace
680,2021-12-31,5965000000,20303000000,14338000000,14338000000,5965000000,3213000000,705000000,4309000000,104000000,-426000000,1143000000,426000000,19492000000,0,0,278000000,-3806000000,37000000,3658000000,-3504000000,2816000000,5965000000,6243000000,-3843000000,GE,Industriales,2021,Q4,28,GE Aerospace
681,2021-09-30,2009000000,18569000000,16420000000,13401000000,-1665000000,2745000000,627000000,3674000000,133000000,20000000,482000000,462000000,16000000,0,0,272000000,1259000000,2000000,463000000,655000000,3999000000,-1665000000,-1393000000,1257000000,GE,Industriales,2021,Q3,28,GE Aerospace
682,2021-06-30,1507000000,18253000000,16772000000,13618000000,-2281000000,2863000000,604000000,3788000000,233000000,114000000,602000000,488000000,-1402000000,0,0,288000000,-1597000000,-466000000,1416000000,-568000000,-58000000,-2281000000,-1993000000,-1131000000,GE,Industriales,2021,Q2,28,GE Aerospace
683,2021-03-31,1388000000,17071000000,15730000000,12538000000,-2397000000,2894000000,561000000,3782000000,446000000,-61000000,439000000,500000000,3000000,0,0,301000000,-2660000000,142000000,0,92000000,-1947000000,-2397000000,-2096000000,-2802000000,GE,Industriales,2021,Q1,28,GE Aerospace
684,2020-12-31,5263000000,21033000000,15770000000,15770000000,5263000000,3284000000,636000000,5944000000,0,-737000000,2012000000,737000000,20264000000,2957000000,0,306000000,2738000000,102000000,-1552000000,2477000000,2386000000,5263000000,5569000000,2636000000,GE,Industriales,2020,Q4,28,GE Aerospace
685,2020-09-30,374000000,18609000000,19043000000,14042000000,-3478000000,3215000000,595000000,3852000000,0,-1327000000,1405000000,745000000,15000000,-517000000,0,428000000,-1627000000,-483000000,526000000,-1087000000,-449000000,-3478000000,-3050000000,-1144000000,GE,Industriales,2020,Q3,28,GE Aerospace
686,2020-06-30,-2437000000,16811000000,20187000000,13633000000,-7670000000,3068000000,611000000,5233000000,0,958000000,1955000000,997000000,-123000000,2078000000,0,308000000,-2147000000,-160000000,205000000,-994000000,-1362000000,-7670000000,-7362000000,-1987000000,GE,Industriales,2020,Q2,28,GE Aerospace
687,2020-03-31,1424000000,19380000000,19100000000,14426000000,-2090000000,3061000000,723000000,-8858000000,0,-794000000,6388000000,794000000,12372000000,6869000000,991000000,340000000,6253000000,54000000,0,6218000000,7113000000,-2090000000,-1750000000,6199000000,GE,Industriales,2020,Q1,28,GE Aerospace
688,2019-12-31,2742000000,21245000000,23496000000,15962000000,-1640000000,3686000000,4164000000,4382000000,0,2797000000,336000000,955000000,433000000,2064000000,1057000000,349000000,1281000000,553000000,0,-176000000,357000000,-1640000000,-1291000000,728000000,GE,Industriales,2019,Q4,28,GE Aerospace
689,2019-09-30,1503000000,23360000000,21857000000,17328000000,-3125000000,3293000000,0,4628000000,0,-1279000000,689000000,1279000000,46000000,158000000,1004000000,496000000,-9382000000,41000000,0,-1283000000,-7931000000,-3125000000,-2629000000,-9423000000,GE,Industriales,2019,Q3,28,GE Aerospace
690,2019-06-30,1632000000,23414000000,27199000000,17412000000,-3917000000,3425000000,0,5549000000,0,-991000000,824000000,991000000,-25128000000,0,1487000000,454000000,-54000000,-181000000,0,-114000000,760000000,-3917000000,-3463000000,127000000,GE,Industriales,2019,Q2,28,GE Aerospace
691,2019-03-31,2324000000,22202000000,24962000000,16208000000,-2002000000,3402000000,0,4326000000,0,-1133000000,0,1133000000,25342000000,0,995000000,463000000,3728000000,140000000,0,960000000,4517000000,-2002000000,-1539000000,3588000000,GE,Industriales,2019,Q1,28,GE Aerospace
